日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日
2015/1/21,Moderately,175,341,132,194,71,71,1.38,23,2015,1,21
2015/1/22,Lightly,141,284,106,169,78,78,1.31,29,2015,1,22
2015/1/23,Moderately,175,300,132,207,83,83,1.43,20,2015,1,23
2015/1/24,Moderately,197,290,152,219,65,65,1.39,8,2015,1,24
2015/1/25,Heavily,242,329,191,278,75,75,1.73,6,2015,1,25
2015/1/26,Heavily,243,316,192,257,60,60,1.76,5,2015,1,26
2015/1/27,Moderately,173,352,131,174,50,50,1.78,6,2015,1,27
2015/1/28,Good,50,150,35,46,33,33,1.27,19,2015,1,28
2015/1/29,Good,50,114,34,47,32,32,1.22,10,2015,1,29
2015/1/30,Moderate,55,110,38,52,35,35,1.07,11,2015,1,30
2015/1/31,Moderate,63,148,44,63,35,35,0.96,29,2015,1,31
2015/2/1,Moderate,53,74,34,54,34,34,0.94,27,2015,2,1
2015/2/2,Moderate,77,122,56,83,39,39,1.03,26,2015,2,2
2015/2/3,Moderate,97,162,71,106,50,50,1.17,20,2015,2,3
2015/2/4,Lightly,128,233,97,148,64,64,1.4,9,2015,2,4
2015/2/5,Lightly,101,240,75,106,51,51,1.13,20,2015,2,5
2015/2/6,Moderate,99,213,73,111,60,60,1.13,19,2015,2,6
2015/2/7,Lightly,147,307,111,158,60,60,1.21,16,2015,2,7
2015/2/8,Moderately,181,355,136,187,56,56,1.44,8,2015,2,8
2015/2/9,Lightly,125,312,94,134,63,63,1.19,18,2015,2,9
2015/2/10,Lightly,145,306,110,163,71,71,1.22,11,2015,2,10
2015/2/11,Moderately,183,326,138,200,71,71,1.36,31,2015,2,11
2015/2/12,Lightly,149,262,113,161,62,62,1.2,48,2015,2,12
2015/2/13,Moderately,188,339,142,203,85,85,1.48,23,2015,2,13
2015/2/14,Moderately,190,308,143,193,71,71,1.48,27,2015,2,14
2015/2/15,Moderately,183,304,138,182,50,50,1.39,37,2015,2,15
2015/2/16,Moderately,172,318,129,171,54,54,1.48,17,2015,2,16
2015/2/17,Lightly,102,208,76,108,28,28,1.1,41,2015,2,17
2015/2/18,Lightly,110,257,82,112,30,30,1.03,54,2015,2,18
2015/2/19,Lightly,144,249,110,142,22,22,1.02,48,2015,2,19
2015/2/20,Moderate,75,231,54,73,22,22,1.15,35,2015,2,20
2015/2/21,Moderate,88,246,64,86,23,23,1.28,25,2015,2,21
2015/2/22,Moderate,57,104,39,55,19,19,1.08,23,2015,2,22
2015/2/23,Good,47,83,32,46,19,19,0.93,29,2015,2,23
2015/2/24,Moderate,57,115,39,59,24,24,1.02,22,2015,2,24
2015/2/25,Moderate,61,170,43,60,23,23,1.08,31,2015,2,25
2015/2/26,Moderate,56,166,37,53,25,25,1.07,23,2015,2,26
2015/2/27,Good,37,75,21,36,19,19,0.87,37,2015,2,27
2015/2/28,Good,29,49,19,28,21,21,1.01,24,2015,2,28
2015/3/1,Good,45,89,27,45,28,28,1.03,27,2015,3,1
2015/3/2,Moderate,53,81,34,57,32,32,1.12,23,2015,3,2
2015/3/3,Moderate,66,143,45,77,44,44,1.25,21,2015,3,3
2015/3/4,Moderate,81,304,49,106,41,41,1.21,31,2015,3,4
2015/3/5,Moderate,69,231,34,85,25,25,0.87,52,2015,3,5
2015/3/6,Moderate,66,165,44,79,37,37,0.97,46,2015,3,6
2015/3/7,Moderate,65,140,45,76,41,41,0.96,51,2015,3,7
2015/3/8,Moderate,68,165,45,83,39,39,0.93,58,2015,3,8
2015/3/9,Moderate,87,260,63,120,70,70,1.31,21,2015,3,9
2015/3/10,Moderate,92,287,68,118,55,55,1.16,32,2015,3,10
2015/3/11,Moderate,100,308,75,122,57,57,1.03,30,2015,3,11
2015/3/12,Lightly,102,259,76,123,49,49,1.01,87,2015,3,12
2015/3/13,Lightly,116,288,86,139,69,69,1.11,42,2015,3,13
2015/3/14,Lightly,108,226,80,121,68,68,1.1,29,2015,3,14
2015/3/15,Lightly,113,236,84,121,57,57,1.25,45,2015,3,15
2015/3/16,Moderate,91,189,66,101,44,44,1.24,33,2015,3,16
2015/3/17,Moderate,97,262,72,109,46,46,1.2,40,2015,3,17
2015/3/18,Moderate,96,292,71,104,39,39,1.25,30,2015,3,18
2015/3/19,Good,45,52,27,46,36,36,1.32,14,2015,3,19
2015/3/20,Good,43,45,25,42,34,34,1.09,34,2015,3,20
2015/3/21,Good,48,34,27,49,38,38,1.16,48,2015,3,21
2015/3/22,Moderate,56,52,35,61,47,47,1.2,28,2015,3,22
2015/3/23,Moderate,70,181,48,85,46,46,1.29,43,2015,3,23
2015/3/24,Moderate,67,191,44,80,52,52,1.02,32,2015,3,24
2015/3/25,Moderate,64,165,40,75,43,43,1,62,2015,3,25
2015/3/26,Moderate,61,148,36,71,47,47,1.06,56,2015,3,26
2015/3/27,Moderate,55,100,35,60,48,48,1.1,28,2015,3,27
2015/3/28,Moderate,51,47,35,54,45,45,1.23,30,2015,3,28
2015/3/29,Moderate,73,124,52,78,59,59,1.28,38,2015,3,29
2015/3/30,Moderate,64,123,42,70,46,46,1.17,55,2015,3,30
2015/3/31,Moderate,67,157,44,81,47,47,1.07,56,2015,3,31
2015/4/1,Moderate,79,260,52,95,52,52,1.12,70,2015,4,1
2015/4/2,Moderate,71,259,33,89,37,37,0.8,81,2015,4,2
2015/4/3,Moderate,79,262,40,91,53,53,0.96,88,2015,4,3
2015/4/4,Moderate,60,139,35,66,25,25,0.87,85,2015,4,4
2015/4/5,Good,34,18,22,34,21,21,0.94,38,2015,4,5
2015/4/6,Good,31,20,19,30,29,29,1.19,21,2015,4,6
2015/4/7,Good,21,1,13,18,25,25,1.1,40,2015,4,7
2015/4/8,Good,30,24,19,28,25,25,1.04,45,2015,4,8
2015/4/9,Good,40,43,25,39,41,41,1.14,28,2015,4,9
2015/4/10,Moderate,67,188,47,75,53,53,1.23,40,2015,4,10
2015/4/11,Moderate,90,268,66,93,56,56,1.14,28,2015,4,11
2015/4/12,Moderate,69,173,45,83,50,50,0.98,52,2015,4,12
2015/4/13,Moderate,83,309,45,114,65,65,1.01,48,2015,4,13
2015/4/14,Moderate,67,126,29,81,49,49,0.79,68,2015,4,14
2015/4/15,Moderate,61,41,39,69,43,43,0.81,83,2015,4,15
2015/4/16,Moderate,77,107,52,96,56,56,0.93,86,2015,4,16
2015/4/17,Lightly,113,265,84,142,64,64,1.22,76,2015,4,17
2015/4/18,Moderate,80,179,58,89,34,34,1,56,2015,4,18
2015/4/19,Good,34,16,14,28,27,27,0.75,60,2015,4,19
2015/4/20,Moderate,54,129,31,55,39,39,0.88,59,2015,4,20
2015/4/21,Moderate,67,187,43,74,51,51,0.98,47,2015,4,21
2015/4/22,Moderate,71,198,51,71,42,42,0.82,30,2015,4,22
2015/4/23,Moderate,66,118,47,64,44,44,0.87,23,2015,4,23
2015/4/24,Moderate,76,181,55,77,51,51,0.96,36,2015,4,24
2015/4/25,Moderate,76,153,54,86,59,59,1.02,53,2015,4,25
2015/4/26,Moderate,81,157,59,101,69,69,1.09,53,2015,4,26
2015/4/27,Moderate,95,266,68,112,61,61,1.09,77,2015,4,27
2015/4/28,Lightly,120,336,87,139,65,65,1.12,91,2015,4,28
2015/4/29,Lightly,124,327,88,150,69,69,1.19,89,2015,4,29
2015/4/30,Moderate,75,146,47,89,48,48,0.86,68,2015,4,30
2015/5/1,Good,39,32,20,36,21,21,0.64,55,2015,5,1
2015/5/2,Good,49,103,25,50,35,35,0.75,52,2015,5,2
2015/5/3,Good,48,52,28,51,42,42,0.83,31,2015,5,3
2015/5/4,Good,47,50,26,46,27,27,0.71,40,2015,5,4
2015/5/5,Moderate,53,70,32,58,36,36,0.76,33,2015,5,5
2015/5/6,Moderate,71,147,49,82,39,39,0.89,62,2015,5,6
2015/5/7,Moderate,64,104,41,75,43,43,0.85,58,2015,5,7
2015/5/8,Moderate,59,137,29,63,33,33,0.67,83,2015,5,8
2015/5/9,Moderate,74,266,41,83,54,54,0.85,71,2015,5,9
2015/5/10,Moderate,67,207,37,76,42,42,0.86,76,2015,5,10
2015/5/11,Moderate,54,174,19,60,25,25,0.55,85,2015,5,11
2015/5/12,Moderate,78,293,36,103,58,58,0.82,53,2015,5,12
2015/5/13,Moderate,86,266,48,120,64,64,0.94,31,2015,5,13
2015/5/14,Moderate,87,254,62,116,63,63,1.08,44,2015,5,14
2015/5/15,Moderate,82,276,60,88,47,47,1.03,30,2015,5,15
2015/5/16,Moderate,57,126,34,58,43,43,0.88,37,2015,5,16
2015/5/17,Moderate,63,131,43,70,43,43,0.97,24,2015,5,17
2015/5/18,Moderate,88,261,63,94,43,43,0.98,70,2015,5,18
2015/5/19,Moderate,84,237,60,103,56,56,1.07,42,2015,5,19
2015/5/20,Moderate,66,192,40,79,48,48,1.03,43,2015,5,20
2015/5/21,Moderate,76,269,50,95,46,46,1.02,50,2015,5,21
2015/5/22,Moderate,56,123,38,58,30,30,0.9,40,2015,5,22
2015/5/23,Good,49,92,30,51,32,32,0.87,36,2015,5,23
2015/5/24,Moderate,57,108,31,56,32,32,0.97,63,2015,5,24
2015/5/25,Good,45,47,24,44,34,34,0.94,32,2015,5,25
2015/5/26,Good,49,74,29,50,37,37,0.92,32,2015,5,26
2015/5/27,Moderate,74,193,52,90,54,54,1.15,36,2015,5,27
2015/5/28,Moderate,90,263,66,105,69,69,1.39,21,2015,5,28
2015/5/29,Moderate,57,170,33,57,39,39,0.87,52,2015,5,29
2015/5/30,Moderate,63,220,39,72,51,51,0.93,59,2015,5,30
2015/5/31,Moderate,69,184,40,72,45,45,1.02,70,2015,5,31
2015/6/1,Good,49,95,30,49,35,35,1.03,37,2015,6,1
2015/6/2,Moderate,79,274,58,80,44,44,1.14,34,2015,6,2
2015/6/3,Good,47,132,29,47,32,32,0.96,14,2015,6,3
2015/6/4,Good,42,95,25,41,34,34,0.92,28,2015,6,4
2015/6/5,Moderate,51,113,30,52,41,41,0.97,43,2015,6,5
2015/6/6,Moderate,59,150,38,64,46,46,0.99,20,2015,6,6
2015/6/7,Good,48,128,32,48,32,32,0.92,29,2015,6,7
2015/6/8,Moderate,57,205,39,57,38,38,1.02,24,2015,6,8
2015/6/9,Moderate,55,155,31,52,36,36,0.89,53,2015,6,9
2015/6/10,Moderate,76,239,45,80,48,48,1.04,71,2015,6,10
2015/6/11,Moderate,82,282,57,101,45,45,1.03,71,2015,6,11
2015/6/12,Moderate,69,235,45,86,34,34,0.9,49,2015,6,12
2015/6/13,Good,35,34,22,35,28,28,0.75,32,2015,6,13
2015/6/14,Moderate,60,185,40,65,41,41,1,40,2015,6,14
2015/6/15,Moderate,63,182,44,68,37,37,1.07,15,2015,6,15
2015/6/16,Good,48,114,31,48,35,35,0.97,24,2015,6,16
2015/6/17,Moderate,57,180,39,59,40,40,1.03,28,2015,6,17
2015/6/18,Moderate,66,243,47,71,47,47,1.23,22,2015,6,18
2015/6/19,Moderate,58,180,39,63,39,39,1.25,32,2015,6,19
2015/6/20,Moderate,57,186,37,62,45,45,1.08,18,2015,6,20
2015/6/21,Good,48,105,30,47,25,25,0.87,49,2015,6,21
2015/6/22,Good,45,92,20,43,27,27,0.91,49,2015,6,22
2015/6/23,Good,42,90,17,42,28,28,0.83,34,2015,6,23
2015/6/24,Moderate,61,252,38,71,35,35,1.04,21,2015,6,24
2015/6/25,Moderate,62,262,41,71,32,32,1.07,38,2015,6,25
2015/6/26,Moderate,58,226,34,61,27,27,0.87,41,2015,6,26
2015/6/27,Moderate,59,242,32,66,29,29,0.78,57,2015,6,27
2015/6/28,Moderate,61,242,36,71,28,28,0.8,53,2015,6,28
2015/6/29,Moderate,57,235,34,65,32,32,0.83,31,2015,6,29
2015/6/30,Good,34,53,18,33,24,24,0.8,26,2015,6,30
2015/7/1,Good,38,82,22,37,23,23,0.89,26,2015,7,1
2015/7/2,Moderate,56,206,34,60,38,38,0.98,18,2015,7,2
2015/7/3,Good,45,128,26,44,29,29,0.75,36,2015,7,3
2015/7/4,Good,33,39,20,32,24,24,0.65,36,2015,7,4
2015/7/5,Good,36,52,20,35,27,27,0.69,34,2015,7,5
2015/7/6,Moderate,58,207,38,62,34,34,0.87,49,2015,7,6
2015/7/7,Moderate,68,251,44,76,43,43,0.92,64,2015,7,7
2015/7/8,Moderate,72,252,48,85,41,41,0.9,66,2015,7,8
2015/7/9,Moderate,70,229,49,82,39,39,0.9,70,2015,7,9
2015/7/10,Moderate,87,309,63,97,34,34,0.94,78,2015,7,10
2015/7/11,Lightly,103,336,77,124,46,46,1.05,73,2015,7,11
2015/7/12,Moderate,81,262,55,97,37,37,0.91,54,2015,7,12
2015/7/13,Moderate,75,187,51,97,42,42,1.01,51,2015,7,13
2015/7/14,Moderate,87,241,64,98,39,39,1.04,23,2015,7,14
2015/7/15,Good,45,81,28,46,23,23,0.81,51,2015,7,15
2015/7/16,Moderate,71,267,47,78,42,42,0.99,85,2015,7,16
2015/7/17,Moderate,90,327,66,111,52,52,1.2,81,2015,7,17
2015/7/18,Moderate,85,316,59,106,45,45,1.02,75,2015,7,18
2015/7/19,Moderate,84,318,59,106,49,49,1.05,65,2015,7,19
2015/7/20,Moderate,76,269,52,93,42,42,1.04,56,2015,7,20
2015/7/21,Moderate,82,305,59,107,51,51,1.13,72,2015,7,21
2015/7/22,Moderate,59,199,42,60,30,30,1.01,35,2015,7,22
2015/7/23,Moderate,68,278,48,70,39,39,1.14,42,2015,7,23
2015/7/24,Moderate,62,235,41,66,38,38,1.02,68,2015,7,24
2015/7/25,Moderate,81,297,53,88,47,47,1.14,88,2015,7,25
2015/7/26,Moderate,96,309,71,117,57,57,1.32,66,2015,7,26
2015/7/27,Moderate,66,212,43,71,40,40,1.07,65,2015,7,27
2015/7/28,Moderate,68,262,47,82,42,42,0.98,48,2015,7,28
2015/7/29,Moderate,52,179,31,56,27,27,0.84,39,2015,7,29
2015/7/30,Good,45,125,21,44,24,24,0.73,46,2015,7,30
2015/7/31,Moderate,54,218,28,56,28,28,0.74,53,2015,7,31
2015/8/1,Moderate,55,197,27,57,29,29,0.7,47,2015,8,1
2015/8/2,Good,48,124,23,46,21,21,0.6,53,2015,8,2
2015/8/3,Good,42,91,18,42,20,20,0.57,42,2015,8,3
2015/8/4,Good,47,135,20,46,23,23,0.61,57,2015,8,4
2015/8/5,Moderate,51,148,27,47,21,21,0.7,68,2015,8,5
2015/8/6,Moderate,66,266,36,64,36,36,0.87,77,2015,8,6
2015/8/7,Moderate,59,207,39,68,37,37,0.93,43,2015,8,7
2015/8/8,Moderate,51,193,34,50,32,32,0.91,22,2015,8,8
2015/8/9,Moderate,61,271,41,64,23,23,0.9,37,2015,8,9
2015/8/10,Moderate,69,306,49,75,29,29,0.94,54,2015,8,10
2015/8/11,Moderate,88,333,64,104,48,48,1.12,42,2015,8,11
2015/8/12,Moderate,56,176,37,60,26,26,0.85,52,2015,8,12
2015/8/13,Moderate,56,141,33,59,33,33,0.88,55,2015,8,13
2015/8/14,Moderate,64,213,42,73,35,35,0.88,63,2015,8,14
2015/8/15,Moderate,67,240,47,75,31,31,0.93,56,2015,8,15
2015/8/16,Moderate,80,263,58,88,37,37,1.09,49,2015,8,16
2015/8/17,Good,42,97,28,41,30,30,0.98,19,2015,8,17
2015/8/18,Good,31,37,20,30,24,24,0.81,29,2015,8,18
2015/8/19,Good,24,5,11,21,23,23,0.78,40,2015,8,19
2015/8/20,Good,43,98,24,42,35,35,0.86,58,2015,8,20
2015/8/21,Moderate,81,305,41,75,49,49,1.04,86,2015,8,21
2015/8/22,Moderate,91,320,56,97,57,57,1.15,86,2015,8,22
2015/8/23,Moderate,86,327,60,99,53,53,1.14,73,2015,8,23
2015/8/24,Moderate,84,329,60,96,50,50,1.16,63,2015,8,24
2015/8/25,Moderate,66,231,47,62,36,36,0.95,39,2015,8,25
2015/8/26,Moderate,56,137,38,60,41,41,0.99,48,2015,8,26
2015/8/27,Moderate,77,247,55,84,54,54,1.28,22,2015,8,27
2015/8/28,Moderate,79,255,57,81,38,38,1.16,44,2015,8,28
2015/8/29,Moderate,85,311,62,92,46,46,1.17,62,2015,8,29
2015/8/30,Moderate,80,272,53,83,49,49,1.13,75,2015,8,30
2015/8/31,Moderate,92,331,62,97,50,50,1.19,82,2015,8,31
2015/9/1,Moderate,99,352,71,106,44,44,1.16,82,2015,9,1
2015/9/2,Moderate,81,303,59,88,45,45,1.15,66,2015,9,2
2015/9/3,Moderate,69,274,46,67,36,36,1.08,53,2015,9,3
2015/9/4,Moderate,51,195,32,53,29,29,1.01,49,2015,9,4
2015/9/5,Good,43,128,28,41,30,30,1.15,20,2015,9,5
2015/9/6,Good,40,94,23,38,28,28,0.96,38,2015,9,6
2015/9/7,Moderate,54,187,27,52,40,40,0.98,64,2015,9,7
2015/9/8,Moderate,59,199,37,64,37,37,1.03,58,2015,9,8
2015/9/9,Moderate,70,275,50,80,38,38,1.17,57,2015,9,9
2015/9/10,Moderate,78,304,57,86,40,40,1.26,51,2015,9,10
2015/9/11,Good,35,71,23,32,22,22,1.02,26,2015,9,11
2015/9/12,Good,31,42,10,19,28,28,0.77,62,2015,9,12
2015/9/13,Good,41,61,21,40,44,44,1.07,25,2015,9,13
2015/9/14,Moderate,51,90,30,53,44,44,1.06,44,2015,9,14
2015/9/15,Moderate,68,215,47,81,52,52,1.14,37,2015,9,15
2015/9/16,Moderate,83,286,61,86,42,42,1.09,41,2015,9,16
2015/9/17,Moderate,57,125,39,55,38,38,1.03,23,2015,9,17
2015/9/18,Good,30,27,18,29,37,37,1.12,20,2015,9,18
2015/9/19,Good,26,17,16,25,36,36,1.2,11,2015,9,19
2015/9/20,Good,41,83,25,40,44,44,1.35,51,2015,9,20
2015/9/21,Good,45,102,25,45,47,47,1.33,24,2015,9,21
2015/9/22,Moderate,59,208,41,59,47,47,1.2,22,2015,9,22
2015/9/23,Moderate,58,228,39,58,34,34,1.14,49,2015,9,23
2015/9/24,Good,30,37,18,29,30,30,0.99,24,2015,9,24
2015/9/25,Good,32,35,18,31,39,39,0.99,15,2015,9,25
2015/9/26,Good,40,88,25,39,41,41,1.09,14,2015,9,26
2015/9/27,Good,33,36,19,32,32,32,1.08,15,2015,9,27
2015/9/28,Good,29,27,16,28,34,34,1.11,13,2015,9,28
2015/9/29,Good,43,116,26,45,39,39,1.31,8,2015,9,29
2015/9/30,Moderate,66,260,46,74,34,34,1.26,44,2015,9,30
2015/10/1,Good,46,120,24,46,26,26,0.81,36,2015,10,1
2015/10/2,Moderate,51,105,21,54,34,34,0.83,42,2015,10,2
2015/10/3,Moderate,52,114,33,56,33,33,0.9,36,2015,10,3
2015/10/4,Good,39,76,25,37,31,31,0.91,24,2015,10,4
2015/10/5,Good,39,72,25,39,36,36,0.97,21,2015,10,5
2015/10/6,Moderate,56,161,39,57,41,41,1.13,21,2015,10,6
2015/10/7,Moderate,71,254,51,76,45,45,1.22,46,2015,10,7
2015/10/8,Moderate,82,337,60,90,47,47,1.34,25,2015,10,8
2015/10/9,Moderate,72,294,51,84,42,42,1.18,18,2015,10,9
2015/10/10,Moderate,65,234,42,77,48,48,0.97,31,2015,10,10
2015/10/11,Moderate,67,226,44,82,56,56,1.08,42,2015,10,11
2015/10/12,Moderate,82,261,60,103,64,64,1.16,45,2015,10,12
2015/10/13,Moderate,74,176,52,88,59,59,1.1,40,2015,10,13
2015/10/14,Moderate,75,129,53,93,66,66,1.15,47,2015,10,14
2015/10/15,Moderate,86,162,62,111,74,74,1.3,53,2015,10,15
2015/10/16,Moderate,86,153,62,105,58,58,1.23,53,2015,10,16
2015/10/17,Moderate,64,76,45,73,47,47,1.13,37,2015,10,17
2015/10/18,Moderate,78,197,57,74,43,43,1.3,16,2015,10,18
2015/10/19,Moderate,82,188,60,84,47,47,1.3,36,2015,10,19
2015/10/20,Moderate,86,190,63,92,51,51,1.42,34,2015,10,20
2015/10/21,Moderate,70,139,49,77,46,46,1.3,43,2015,10,21
2015/10/22,Moderate,69,143,49,80,52,52,1.2,56,2015,10,22
2015/10/23,Moderate,86,195,63,89,47,47,1.2,46,2015,10,23
2015/10/24,Lightly,108,285,81,109,50,50,1.31,25,2015,10,24
2015/10/25,Lightly,103,290,76,102,36,36,1.27,12,2015,10,25
2015/10/26,Good,38,37,22,38,33,33,1.1,15,2015,10,26
2015/10/27,Good,32,22,14,31,33,33,0.73,21,2015,10,27
2015/10/28,Moderate,58,155,37,63,41,41,0.92,10,2015,10,28
2015/10/29,Moderate,90,307,66,103,55,55,1.15,14,2015,10,29
2015/10/30,Good,44,98,29,43,31,31,1.1,5,2015,10,30
2015/10/31,Good,45,132,30,43,33,33,0.86,19,2015,10,31
2015/11/1,Moderate,63,195,44,63,44,44,1.02,26,2015,11,1
2015/11/2,Moderate,65,138,45,70,48,48,1.07,32,2015,11,2
2015/11/3,Moderate,80,166,58,90,51,51,1.29,10,2015,11,3
2015/11/4,Moderate,98,225,73,107,46,46,1.36,5,2015,11,4
2015/11/5,Moderate,77,183,56,75,38,38,1.3,3,2015,11,5
2015/11/6,Moderate,56,201,39,58,39,39,1.32,10,2015,11,6
2015/11/7,Moderate,83,302,61,87,44,44,1.27,35,2015,11,7
2015/11/8,Moderate,57,162,39,59,35,35,1.33,13,2015,11,8
2015/11/9,Moderate,73,175,52,81,41,41,1.48,8,2015,11,9
